text,genre,source,processed_text,token_count,cluster
The limited access to athletic facilities makes it challenging to train effectively and reach my goals.,athletics and sports,student_feedback,athletic facility make challenging train effectively reach goal,8,2
The athletic eligibility requirements don't take into account the unique circumstances of each athlete and can be unfair.,athletics and sports,student_feedback,athletic eligibility requirement account unique circumstance athlete unfair,8,1
"The university needs to invest in better medical resources for athletes, as the current options are insufficient.",athletics and sports,student_feedback,need invest better medical resource athlete current option insufficient,9,1
The sports team culture needs to be more inclusive and welcoming to all members.,athletics and sports,student_feedback,sport team culture need inclusive welcoming member,7,1
I've experienced gender inequality within the sports program and feel that it's a significant issue that needs to be addressed.,athletics and sports,student_feedback,experienced gender inequality within sport program significant need addressed,9,1
The university needs to take steps to ensure Title IX compliance and create a level playing field for all athletes.,athletics and sports,student_feedback,need step ensure title compliance create level playing field athlete,10,1
I feel frustrated with the limited access to the athletic facilities on campus. It's hard to stay active and healthy when you can't even use the gym when you want to.,athletics and sports,student_feedback,frustrated athletic facility stay active healthy even gym want,9,1
The athletic eligibility requirements for sports teams are so strict. It's unfair that some students can't participate just because they don't meet certain criteria.,athletics and sports,student_feedback,athletic eligibility requirement sport team strict unfair participate meet certain criterion,11,1
I'm concerned about the injuries that happen during sports games and practices. The university needs to prioritize the health and safety of its athletes.,athletics and sports,student_feedback,concerned injury happen sport game practice need prioritize health safety athlete,11,1
I've noticed that the sports team culture on campus can be exclusive and elitist. It makes it hard for newcomers to feel welcome.,athletics and sports,student_feedback,noticed sport team culture exclusive elitist make newcomer welcome,9,1
Gender inequality in sports is a serious issue that needs to be addressed. Women's sports teams should be given the same opportunities and resources as men's teams.,athletics and sports,student_feedback,gender inequality sport serious need addressed woman sport team given opportunity resource men team,14,1
"I'm disappointed with the lack of support for student athletes. It's hard to balance sports and academics, and more resources need to be provided to help athletes succeed.",athletics and sports,student_feedback,disappointed lack athlete balance sport academic resource provided help athlete succeed,11,1
The Title IX compliance of the university's sports programs is concerning. It's important to make sure that all students are treated fairly and given equal opportunities.,athletics and sports,student_feedback,title compliance sport program concerning important sure treated fairly given equal opportunity,12,1
It's frustrating that there are limited options for sports and athletics programs on campus. More variety would be appreciated.,athletics and sports,student_feedback,frustrating option sport athletics program variety appreciated,7,1
I'm concerned about the lack of diversity on the sports teams. It's important for all students to feel represented and included.,athletics and sports,student_feedback,concerned lack diversity sport team important represented included,8,1
Athletic facilities are often overcrowded and difficult to access. This makes it hard to stay motivated to exercise and stay active.,athletics and sports,student_feedback,athletic facility often overcrowded make stay motivated exercise stay active,10,1
The athletic eligibility requirements can be confusing and hard to navigate. The university should provide clearer guidelines and resources to help students understand the process.,athletics and sports,student_feedback,athletic eligibility requirement confusing navigate provide clearer guideline resource help understand process,12,1
The university needs to prioritize the health and wellbeing of its student athletes. This includes providing adequate medical resources and support.,athletics and sports,student_feedback,need prioritize health wellbeing athlete includes providing adequate medical resource,10,1
The sports team culture on campus can be toxic and harmful. It's important for the university to promote a positive and inclusive environment.,athletics and sports,student_feedback,sport team culture toxic harmful important promote positive inclusive environment,10,1
Gender inequality in sports is unacceptable. The university needs to do more to support and empower women athletes.,athletics and sports,student_feedback,gender inequality sport unacceptable need empower woman athlete,8,1
It's disappointing that there are limited opportunities for students who aren't interested in traditional sports. More alternative options would be appreciated.,athletics and sports,student_feedback,disappointing opportunity interested traditional sport alternative option appreciated,8,1
The lack of resources for student athletes is frustrating. It's hard to succeed in sports and academics without proper support.,athletics and sports,student_feedback,lack resource athlete frustrating succeed sport academic without proper,9,1
The university needs to make sure that all sports programs are compliant with Title IX regulations. Discrimination should not be tolerated.,athletics and sports,student_feedback,need sure sport program compliant title regulation discrimination tolerated,9,1
"Athletic facilities should be accessible to all students, regardless of their major or athletic eligibility. Everyone should have the opportunity to stay active and healthy.",athletics and sports,student_feedback,athletic facility accessible regardless major athletic eligibility stay active healthy,10,1
I'm concerned about the lack of diversity among the coaches and staff of the sports teams. It's important for students to have role models and mentors who look like them.,athletics and sports,student_feedback,concerned lack diversity coach staff sport team important role model mentor look,12,1
Sports-related injuries can have long-lasting effects on a student's health and wellbeing. It's important for the university to take preventative measures and prioritize safety.,athletics and sports,student_feedback,sport related injury long lasting effect health wellbeing important preventative measure prioritize safety,13,1
The athletic eligibility requirements can be unfair to students who don't have the same opportunities as others. The university should take socioeconomic factors into account when evaluating eligibility.,athletics and sports,student_feedback,athletic eligibility requirement unfair opportunity others socioeconomic factor account evaluating eligibility,11,1
"The sports team culture can be exclusive and cliquey, making it hard for new students to feel included. It's important for the university to foster a welcoming and supportive environment.",athletics and sports,student_feedback,sport team culture exclusive cliquey new included important foster welcoming supportive environment,12,1
"Gender inequality in sports is a pervasive issue that affects all students, not just athletes. The university should do more to promote gender equity and empowerment.",athletics and sports,student_feedback,gender inequality sport pervasive affect athlete promote gender equity empowerment,10,1
The lack of options for sports and athletics programs on campus is disappointing. More variety would help students find activities that they enjoy and feel passionate about.,athletics and sports,student_feedback,lack option sport athletics program disappointing variety help find activity enjoy passionate,12,1
Student athletes often face unique challenges when it comes to balancing sports and academics. The university needs to provide more support and resources to help them succeed.,athletics and sports,student_feedback,athlete often face unique challenge come balancing sport academic need provide resource help succeed,14,1
I am frustrated with the limited access to athletic facilities on campus. It's difficult to find a time when the gym or fields are not overcrowded.,athletics and sports,student_feedback,frustrated athletic facility find gym field overcrowded,7,2
The athletic eligibility requirements are too strict and exclusionary. It feels like only a select few students are able to participate in sports.,athletics and sports,student_feedback,athletic eligibility requirement strict exclusionary feel select participate sport,9,1
I am concerned about the lack of attention given to injuries and sports-related medical concerns. It feels like student-athletes are not given adequate support.,athletics and sports,student_feedback,concerned lack attention given injury sport related medical concern feel athlete given adequate,13,1
The sports team culture on campus is toxic and exclusionary. It's discouraging to see such a lack of respect for fellow students.,athletics and sports,student_feedback,sport team culture toxic exclusionary discouraging see lack respect fellow,10,1
I am disappointed with the gender inequality in sports. Women's teams are often underfunded and not given the same opportunities as men's teams.,athletics and sports,student_feedback,disappointed gender inequality sport woman team often underfunded given opportunity men team,12,1
The university needs to do more to ensure Title IX compliance in all aspects of the athletics programs. It's unacceptable for any student to feel discriminated against or unsafe.,athletics and sports,student_feedback,need ensure title compliance aspect athletics program unacceptable discriminated unsafe,10,1
It's frustrating that the university only invests in certain sports programs while neglecting others. It's important to support a variety of athletic interests.,athletics and sports,student_feedback,frustrating invests certain sport program neglecting others important variety athletic interest,11,1
The athletic department should provide more resources and training for coaches to ensure a safe and inclusive environment for all athletes.,athletics and sports,student_feedback,athletic department provide resource training coach ensure safe inclusive environment athlete,11,1
I have concerns about the lack of diversity and representation within the athletic department staff. It's important for all students to feel seen and supported.,athletics and sports,student_feedback,concern lack diversity representation within athletic department staff important seen supported,11,1
I am frustrated by the athletic facilities' inconsistent hours and limited availability during peak times.,athletics and sports,student_feedback,frustrated athletic facility inconsistent hour availability peak time,8,1
The athletic eligibility requirements should be revised to be more inclusive of students with different abilities and backgrounds.,athletics and sports,student_feedback,athletic eligibility requirement revised inclusive different ability background,8,1
"The university needs to prioritize mental health support for student-athletes, especially during high-stress seasons.",athletics and sports,student_feedback,need prioritize mental health athlete especially high stress season,9,1
"The sports team culture needs to be more welcoming and supportive, rather than exclusive and competitive.",athletics and sports,student_feedback,sport team culture need welcoming supportive rather exclusive competitive,9,1
I am concerned about the lack of attention given to preventing and addressing sports-related injuries. It's important for athletes to receive adequate care.,athletics and sports,student_feedback,concerned lack attention given preventing addressing sport related injury important athlete receive adequate care,14,1
It's disappointing to see the unequal distribution of resources and funding among different sports programs on campus.,athletics and sports,student_feedback,disappointing see unequal distribution resource funding different sport program,9,1
"I believe that the university should provide more scholarships and financial support for student-athletes, especially those from underprivileged backgrounds.",athletics and sports,student_feedback,believe provide scholarship financial athlete especially underprivileged background,8,1
"The university needs to do more to support the mental and emotional health of student-athletes, including providing access to therapy and counseling services.",athletics and sports,student_feedback,need mental emotional health athlete including providing therapy counseling service,10,1
"The athletic department should prioritize the safety and well-being of all athletes, rather than just focusing on winning.",athletics and sports,student_feedback,athletic department prioritize safety well athlete rather focusing winning,9,1
"It's frustrating to see the gender disparities in sports, especially when it comes to funding and support for women's teams.",athletics and sports,student_feedback,frustrating see gender disparity sport especially come funding woman team,10,1
The university should offer more sports programs that cater to students' diverse interests and abilities.,athletics and sports,student_feedback,offer sport program cater diverse interest ability,7,1
I have concerns about the athletic department's handling of Title IX complaints and the overall culture of accountability.,athletics and sports,student_feedback,concern athletic department handling title complaint overall culture accountability,9,1
The athletic facilities should be more accessible and accommodating for students with disabilities.,athletics and sports,student_feedback,athletic facility accessible accommodating disability,5,1
I am concerned about the lack of diversity and representation among the student-athletes themselves. It's important for all students to have equal opportunities.,athletics and sports,student_feedback,concerned lack diversity representation athlete important equal opportunity,8,1
It's disappointing to see the lack of support and attention given to non-varsity sports programs on campus.,athletics and sports,student_feedback,disappointing see lack attention given non varsity sport program,9,1
"The athletic department should prioritize the mental and physical health of all athletes, regardless of their level of competition.",athletics and sports,student_feedback,athletic department prioritize mental physical health athlete regardless level competition,10,1
I am frustrated with the inconsistent and often late communication from coaches and athletic staff.,athletics and sports,student_feedback,frustrated inconsistent often late communication coach athletic staff,8,1
"It's important for the university to prioritize the safety of all athletes, including implementing proper safety protocols and resources for injuries.",athletics and sports,student_feedback,important prioritize safety athlete including implementing proper safety protocol resource injury,11,1
The university should invest in more preventative measures to avoid sports-related injuries and promote overall wellness.,athletics and sports,student_feedback,invest preventative measure avoid sport related injury promote overall wellness,10,1
The gender disparities in sports must be addressed and rectified to ensure equal opportunities for all students.,athletics and sports,student_feedback,gender disparity sport must addressed rectified ensure equal opportunity,9,1
There seems to be a scarcity of available internships and job openings in my field of study.,career opportunities,student_feedback,seems scarcity internship job opening field study,7,3
I'm having a hard time finding suitable job opportunities that align with my career goals.,career opportunities,student_feedback,finding suitable job opportunity align career goal,7,3
The lack of available networking opportunities makes it difficult to connect with professionals in my desired field.,career opportunities,student_feedback,lack networking opportunity make connect professional desired field,8,1
The professional development opportunities offered by the university are limited and not sufficient to meet the demands of the job market.,career opportunities,student_feedback,professional development opportunity offered sufficient meet demand job market,9,3
I feel like I'm competing with too many students for the limited number of internship and job opportunities available.,career opportunities,student_feedback,competing number internship job opportunity,5,3
"Despite my efforts, I'm struggling to find job openings that match my qualifications and experience.",career opportunities,student_feedback,despite effort struggling find job opening match qualification,8,3
The university needs to do more to provide networking opportunities for students to connect with alumni and other professionals.,career opportunities,student_feedback,need provide networking opportunity connect alumnus professional,7,1
The career services office should offer more resources to help students navigate the job market and find suitable employment.,career opportunities,student_feedback,career service office offer resource help navigate job market find suitable employment,12,3
The lack of internships and job opportunities is making it difficult for me to gain practical experience in my field.,career opportunities,student_feedback,lack internship job opportunity gain practical field,7,3
I feel like I'm at a disadvantage in the job market due to the limited professional development opportunities provided by the university.,career opportunities,student_feedback,disadvantage job market due professional development opportunity provided,8,3
The university should offer more career fairs and networking events to help students connect with potential employers.,career opportunities,student_feedback,offer career fair networking event help connect potential employer,9,1
It's frustrating to constantly come across dead ends when searching for job opportunities in my field.,career opportunities,student_feedback,frustrating constantly come across dead end searching job opportunity field,10,3
"The competition for available internships and job openings is extremely high, making it even more difficult to secure employment.",career opportunities,student_feedback,competition internship job opening extremely high even secure employment,9,3
The university needs to offer more workshops and training programs to help students develop the necessary skills for the job market.,career opportunities,student_feedback,need offer workshop training program help develop necessary skill job market,11,1
The job search process has been extremely challenging and time-consuming due to the lack of available job opportunities.,career opportunities,student_feedback,job search process extremely challenging consuming due lack job opportunity,10,3
The university should work to establish more partnerships with companies and organizations to increase the availability of internships and job openings.,career opportunities,student_feedback,work establish partnership company organization increase availability internship job opening,10,3
I'm having trouble finding job opportunities that offer the pay and benefits I need to support myself financially.,career opportunities,student_feedback,trouble finding job opportunity offer pay benefit financially,8,3
The limited availability of job opportunities is causing me a great deal of stress and anxiety about my future career prospects.,career opportunities,student_feedback,availability job opportunity causing great deal stress anxiety future career prospect,11,3
The university should provide more resources for students to learn about job opportunities outside of their immediate area.,career opportunities,student_feedback,provide resource learn job opportunity outside immediate area,8,3
The lack of job opportunities is discouraging and makes me feel like I wasted my time and money on my education.,career opportunities,student_feedback,lack job opportunity discouraging make wasted money education,8,3
It's frustrating to have limited options when it comes to finding a job in my desired field of work.,career opportunities,student_feedback,frustrating option come finding job desired field work,8,3
The university should provide more resources to help students develop the necessary networking skills to succeed in the job market.,career opportunities,student_feedback,provide resource help develop necessary networking skill succeed job market,10,1
The scarcity of job opportunities is a major barrier to achieving my career goals and aspirations.,career opportunities,student_feedback,scarcity job opportunity major barrier achieving career goal aspiration,9,3
I'm finding it difficult to secure a job due to the limited number of available opportunities in my field of study.,career opportunities,student_feedback,finding secure job due number opportunity field study,8,3
The university should provide more resources to help students create and maintain professional connections in their desired field of work.,career opportunities,student_feedback,provide resource help create maintain professional connection desired field work,10,1
The lack of available internships and job opportunities is causing me to reconsider my career path.,career opportunities,student_feedback,lack internship job opportunity causing reconsider career path,8,3
It's challenging to stay motivated and optimistic when there are so few job opportunities available.,career opportunities,student_feedback,challenging stay motivated optimistic job opportunity,6,3
The university should provide more guidance and support to students as they navigate the job search process.,career opportunities,student_feedback,provide guidance navigate job search process,6,1
The limited number of job opportunities is making it difficult for me to build a successful career after graduation.,career opportunities,student_feedback,number job opportunity build successful career graduation,7,3
The university needs to work on expanding its network of potential employers and job opportunities for students.,career opportunities,student_feedback,need work expanding network potential employer job opportunity,8,3
"The university does not provide enough opportunities for internships or jobs in my field of study, making it difficult to gain practical experience.",career opportunities,student_feedback,provide enough opportunity internship job field study gain practical,9,3
"As a recent graduate, I am struggling to find job opportunities that align with my career goals.",career opportunities,student_feedback,recent graduate struggling find job opportunity align career goal,9,3
"Despite my efforts to network, I have not been able to find any meaningful connections that could lead to job or internship opportunities.",career opportunities,student_feedback,despite effort network find meaningful connection lead job internship opportunity,10,3
The lack of available internships and job opportunities in my area of study is concerning and makes me worried about my future prospects.,career opportunities,student_feedback,lack internship job opportunity area study concerning make worried future prospect,11,3
I have found it challenging to secure an internship or job due to the competitive nature of the job market.,career opportunities,student_feedback,found challenging secure internship job due competitive nature job market,10,3
"It is frustrating to see job postings that require years of experience, making it difficult for recent graduates to break into their desired field.",career opportunities,student_feedback,frustrating see job posting year recent graduate break desired field,10,1
I am having trouble finding job opportunities that match my qualifications and skillset.,career opportunities,student_feedback,trouble finding job opportunity match qualification skillset,7,3
"Despite attending career fairs and networking events, I have not been able to secure any internships or job offers.",career opportunities,student_feedback,despite attending career fair networking event secure internship job offer,10,3
The university should offer more career development programs to help students find job and internship opportunities.,career opportunities,student_feedback,offer career development program help find job internship opportunity,9,3
The lack of job and internship opportunities available to students in my program is disappointing and concerning.,career opportunities,student_feedback,lack job internship opportunity program disappointing concerning,7,3
The process of finding job opportunities has been overwhelming and confusing for me.,career opportunities,student_feedback,process finding job opportunity overwhelming confusing,6,3
I feel as though I am competing with too many other candidates for the few job opportunities available in my field.,career opportunities,student_feedback,though competing candidate job opportunity field,6,3
The university should do more to connect students with potential employers to increase internship and job opportunities.,career opportunities,student_feedback,connect potential employer increase internship job opportunity,7,3
"I have been struggling to find job opportunities that pay a fair wage, making it difficult to support myself financially.",career opportunities,student_feedback,struggling find job opportunity pay fair wage financially,8,3
The current job market is so competitive that it feels impossible to find meaningful employment opportunities.,career opportunities,student_feedback,current job market competitive feel impossible find meaningful employment opportunity,10,3
I have found it challenging to find job opportunities that match my specific interests and career goals.,career opportunities,student_feedback,found challenging find job opportunity match specific interest career goal,10,3
The university's career services department does not provide enough resources or support for students seeking internships or jobs.,career opportunities,student_feedback,career service department provide enough resource seeking internship job,9,3
"I have been applying to job opportunities for months with no luck, which is demoralizing and frustrating.",career opportunities,student_feedback,applying job opportunity month luck demoralizing frustrating,7,3
The limited number of internship and job opportunities available in my area makes me concerned about my future career prospects.,career opportunities,student_feedback,number internship job opportunity area make concerned future career prospect,10,3
I am struggling to find job opportunities that offer the type of work-life balance that I desire.,career opportunities,student_feedback,struggling find job opportunity offer type work life balance desire,10,3
The university should do more to create partnerships with employers to increase internship and job opportunities for students.,career opportunities,student_feedback,create partnership employer increase internship job opportunity,7,3
"Despite having a strong resume and relevant experience, I have not been able to find any job opportunities in my field.",career opportunities,student_feedback,despite strong resume relevant find job opportunity field,8,3
The lack of job and internship opportunities available to students in my program is a major issue that needs to be addressed by the university.,career opportunities,student_feedback,lack job internship opportunity program major need addressed,8,3
The current job market is so competitive that it is difficult to stand out and secure job opportunities.,career opportunities,student_feedback,current job market competitive stand secure job opportunity,8,3
I have been struggling to find job opportunities that align with my values and ethics.,career opportunities,student_feedback,struggling find job opportunity align value ethic,7,3
"Despite attending job fairs and applying to numerous opportunities, I have not received any job offers or even interviews.",career opportunities,student_feedback,despite attending job fair applying numerous opportunity received job offer even interview,12,3
The university should offer more support to non-traditional students seeking internships or jobs.,career opportunities,student_feedback,offer non traditional seeking internship job,6,3
"I have been applying to job opportunities outside of my field of study in hopes of finding something, but it has been difficult to make any progress.",career opportunities,student_feedback,applying job opportunity outside field study hope finding something progress,10,3
I feel as though I am competing with students from more prestigious universities for the same job opportunities.,career opportunities,student_feedback,though competing prestigious university job opportunity,6,3
The lack of job and internship opportunities available to students is a major concern for those who want to gain practical experience and start their careers.,career opportunities,student_feedback,lack job internship opportunity major want gain practical start career,10,3
"I have been struggling to find any job opportunities in my field, despite constantly checking job boards and reaching out to alumni for networking.",career opportunities,student_feedback,struggling find job opportunity field despite constantly checking job board reaching alumnus networking,13,3
The university needs to provide more support for students looking for internships. The current resources are limited and not very helpful.,career opportunities,student_feedback,need provide looking internship current resource helpful,7,1
I feel like I'm missing out on important networking opportunities because the university doesn't offer many events or programs for students to connect with professionals.,career opportunities,student_feedback,missing important networking opportunity offer event program connect professional,9,1
The job market is highly competitive and it's frustrating to have limited opportunities for professional development.,career opportunities,student_feedback,job market highly competitive frustrating opportunity professional development,8,3
I wish there were more job fairs or career events at the university. It's hard to find opportunities on my own.,career opportunities,student_feedback,wish job fair career event find opportunity,7,3
The university needs to do more to connect students with alumni who work in their fields of interest. It's difficult to find those connections on our own.,career opportunities,student_feedback,need connect alumnus work field interest find connection,8,1
"Finding job opportunities has been a challenge, especially since many require years of experience that I don't have as a student.",career opportunities,student_feedback,finding job opportunity challenge especially since year,7,3
The university needs to offer more workshops and training sessions to help students improve their networking and job-seeking skills.,career opportunities,student_feedback,need offer workshop training session help improve networking job seeking skill,11,1
Limited internship opportunities have made it hard for me to gain practical experience in my field before graduation.,career opportunities,student_feedback,internship opportunity gain practical field graduation,6,3
I feel like I'm on my own when it comes to finding job opportunities. The university should offer more support and guidance in this area.,career opportunities,student_feedback,come finding job opportunity offer guidance area,7,3
"Networking is a crucial part of career development, but I feel like I'm not getting enough exposure to professionals in my field.",career opportunities,student_feedback,networking crucial part career development enough exposure professional field,9,1
The university should partner with more companies to offer internships and job opportunities to students.,career opportunities,student_feedback,partner company offer internship job opportunity,6,3
"I've applied to numerous internships and jobs, but haven't had any luck. It's discouraging and I wish the university could do more to help.",career opportunities,student_feedback,applied numerous internship job luck discouraging wish help,8,3
It's frustrating to see job postings for entry-level positions that require years of experience. How are students supposed to gain that experience?,career opportunities,student_feedback,frustrating see job posting entry level position year supposed gain,10,1
The university should offer more courses or programs that focus on job searching and professional development.,career opportunities,student_feedback,offer program focus job searching professional development,7,1
"Limited job opportunities have forced me to consider alternative career paths, which is disappointing.",career opportunities,student_feedback,job opportunity forced consider alternative career path disappointing,8,3
"I wish there were more opportunities to connect with professionals outside of the university, like networking events or mentorship programs.",career opportunities,student_feedback,wish opportunity connect professional outside networking event mentorship program,9,1
Finding job opportunities feels like a full-time job in itself. The university should do more to make this process easier for students.,career opportunities,student_feedback,finding job opportunity feel full job process easier,8,3
"Internships are essential for building experience and connections in my field, but there aren't many available through the university.",career opportunities,student_feedback,internship essential building connection field,5,3
"Networking can be intimidating, especially for introverted students. The university should offer more support and resources to help all students succeed.",career opportunities,student_feedback,networking intimidating especially introverted offer resource help succeed,8,1
"I've applied to several jobs that I was qualified for, but never heard back. It's frustrating and I wish the university could offer more guidance in this area.",career opportunities,student_feedback,applied several job qualified never heard back frustrating wish offer guidance area,12,1
The university should work with local businesses and organizations to offer more job opportunities to students.,career opportunities,student_feedback,work local business organization offer job opportunity,7,3
It's difficult to find job opportunities that are relevant to my interests and skills. The university should do more to tailor resources to different majors and fields.,career opportunities,student_feedback,find job opportunity relevant interest skill tailor resource different major field,11,3
Limited job opportunities have made me question whether I should continue pursuing my chosen career path.,career opportunities,student_feedback,job opportunity question whether continue pursuing chosen career path,9,3
I wish the university offered more opportunities for students to shadow professionals or gain hands-on experience in their fields.,career opportunities,student_feedback,wish offered opportunity shadow professional gain hand field,8,1
"Networking events hosted by the university are often poorly attended, which makes it hard to connect with professionals.",career opportunities,student_feedback,networking event hosted often poorly attended make connect professional,9,1
"I've tried to reach out to alumni for networking opportunities, but haven't had much luck. The university should offer more support in connecting students with alumni.",career opportunities,student_feedback,tried reach alumnus networking opportunity much luck offer connecting alumnus,10,1
The university should partner with more companies to offer job opportunities specifically for recent graduates.,career opportunities,student_feedback,partner company offer job opportunity specifically recent graduate,8,3
I'm not sure I'll be able to afford to finish my degree because of how much debt I've already accumulated.,financial support,student_feedback,sure afford finish degree much debt already accumulated,8,1
It's frustrating that there are so few scholarships available to help with the cost of tuition.,financial support,student_feedback,frustrating scholarship help cost tuition,5,1
"I'm having a hard time filling out all of the financial aid applications, and it's causing me a lot of stress.",financial support,student_feedback,filling financial aid application causing stress,6,1
I'm worried about how much student loan debt I'm going to have when I graduate.,financial support,student_feedback,worried much loan debt going graduate,6,1
It's hard to balance my budget when the cost of living keeps going up.,financial support,student_feedback,balance budget cost living keep going,6,1
"I'm constantly worrying about money, and it's making it hard to focus on my studies.",financial support,student_feedback,constantly worrying money focus study,5,1
I wish there were more resources available to help students manage their finances.,financial support,student_feedback,wish resource help manage finance,5,1
"The financial aid office is always so busy, it's hard to get an appointment to speak with someone.",financial support,student_feedback,financial aid office always busy appointment speak someone,8,1
The application process for student loans is so confusing and overwhelming.,financial support,student_feedback,application process loan confusing overwhelming,5,1
"I'm struggling to make ends meet, even with financial aid and scholarships.",financial support,student_feedback,struggling end meet even financial aid scholarship,7,1
"The cost of textbooks and other course materials is outrageous, and it's making it difficult to afford my education.",financial support,student_feedback,cost textbook material outrageous afford education,6,4
"I'm worried about how I'm going to pay for everything, especially since I lost my job due to the pandemic.",financial support,student_feedback,worried going pay everything especially since lost job due pandemic,10,1
"The financial aid website is constantly down, which is making it hard to submit my application on time.",financial support,student_feedback,financial aid website constantly submit application,6,1
I wish there were more programs available to help students with their finances.,financial support,student_feedback,wish program help finance,4,1
"The financial aid process is so slow, and I need the money now to pay my tuition.",financial support,student_feedback,financial aid process slow money pay tuition,7,1
It's frustrating that I have to work multiple jobs just to afford my education.,financial support,student_feedback,frustrating work multiple job afford education,6,1
"I'm struggling to make my student loan payments, even though I have a full-time job.",financial support,student_feedback,struggling loan payment even though full job,7,1
"The financial aid package I received was much less than I anticipated, and now I'm not sure how I'm going to pay for school.",financial support,student_feedback,financial aid package received much less anticipated sure going pay school,11,1
"I received a financial warning because I couldn't pay my tuition on time, even though I've been doing everything I can to make ends meet.",financial support,student_feedback,received financial warning pay tuition even though everything end meet,10,1
I wish there were more scholarships available specifically for students in my major.,financial support,student_feedback,wish scholarship specifically major,4,1
"The cost of living on campus is way too high, and it's making it hard to afford my education.",financial support,student_feedback,cost living way high afford education,6,1
"I'm constantly worried about my financial situation, and it's affecting my mental health.",financial support,student_feedback,constantly worried financial situation affecting mental health,7,1
"It's frustrating that some students seem to have unlimited financial resources, while the rest of us struggle to make ends meet.",financial support,student_feedback,frustrating seem unlimited financial resource rest struggle end meet,9,1
"I feel like I'm drowning in student loan debt, and I'm not sure how to get out of it.",financial support,student_feedback,drowning loan debt sure,4,1
"The financial aid office is so disorganized, and it's making it hard to get the help I need.",financial support,student_feedback,financial aid office disorganized help,5,1
I wish there were more resources available to help students with their budgeting and financial planning.,financial support,student_feedback,wish resource help budgeting financial planning,6,1
"The interest on my student loans is so high, it's going to take me decades to pay them off.",financial support,student_feedback,interest loan high going decade pay,6,1
I'm constantly worried about having enough money to pay my bills and afford my education at the same time.,financial support,student_feedback,constantly worried enough money pay bill afford education,8,1
"I received a letter threatening to drop me from my classes because I couldn't make a payment on time, even though I've been doing everything I can to keep up with my expenses.",financial support,student_feedback,received letter threatening drop payment even though everything keep expense,10,1
"It's frustrating that I have to work so many hours just to make ends meet, and it's taking away from my study time.",financial support,student_feedback,frustrating work hour end meet away study,7,1
I'm struggling to pay for college because there aren't enough scholarships available for students in my program.,financial support,student_feedback,struggling pay college enough scholarship program,6,1
The financial aid application process is so confusing and time-consuming.,financial support,student_feedback,financial aid application process confusing consuming,6,1
I've been hit hard by student loan debt and it's affecting my ability to focus on my studies.,financial support,student_feedback,hit loan debt affecting focus study,6,1
I've been living on a tight budget since starting college and it's really stressful.,financial support,student_feedback,living tight budget since starting college stressful,7,1
I keep receiving financial warnings even though I'm making regular payments on my tuition and fees.,financial support,student_feedback,keep receiving financial warning even though regular payment tuition fee,10,1
The cost of textbooks and other materials is so high that it's hard to afford them all.,financial support,student_feedback,cost textbook material high afford,5,1
It's hard to find part-time work that pays enough to cover my expenses while in school.,financial support,student_feedback,find part work pay enough cover expense school,8,1
I'm worried about how I'm going to afford rent and utilities once I graduate and have to start paying back my loans.,financial support,student_feedback,worried going afford rent utility graduate start paying back loan,10,1
"I don't qualify for many scholarships because of my major, which is frustrating.",financial support,student_feedback,qualify scholarship major frustrating,4,1
"The financial aid office is always so crowded and understaffed, making it difficult to get the help I need.",financial support,student_feedback,financial aid office always crowded understaffed help,7,1
I feel like I'm drowning in debt and there's no way out.,financial support,student_feedback,drowning debt way,3,1
"Even with financial aid, I'm struggling to make ends meet while in college.",financial support,student_feedback,even financial aid struggling end meet college,7,1
I'm constantly worried about money and it's affecting my mental health.,financial support,student_feedback,constantly worried money affecting mental health,6,1
The college's policies around financial aid and scholarships are confusing and unfair.,financial support,student_feedback,college policy around financial aid scholarship confusing unfair,8,1
"I've had to take on multiple jobs just to make ends meet, which leaves little time for studying and extracurricular activities.",financial support,student_feedback,multiple job end meet leaf little studying extracurricular activity,9,1
I'm worried about how I'm going to pay off my student loans once I graduate.,financial support,student_feedback,worried going pay loan graduate,5,1
"The cost of living in the area surrounding the college is too high, making it hard to afford basic necessities.",financial support,student_feedback,cost living area surrounding college high afford basic necessity,9,1
