Genre,Reports,Age,Gpa,Year,Count,Gender,Nationality,processed_text,raw_feedback_text,umap_x,umap_y,sem_cluster,sem_confidence,sentiment,sentiment_score,cluster_label,sem_cluster_name
Academic Support and Resources,"The academic workload is causing significant stress and anxiety, and I am finding it hard to cope with the pressure.",25,3.17,1,1,M,Soudan,the academic workload is causing significant stress and anxiety and i am finding it hard to cope with the pressure,"The academic workload is causing significant stress and anxiety, and I am finding it hard to cope with the pressure.",13.12339,5.772639,2,0.98,Negative,-0.6486,Cluster 2,📚 Academic Support & Wellbeing
Academic Support and Resources,I am concerned about my mental health and have been experiencing symptoms of burnout and exhaustion due to the demands of my academic workload.,24,0.44,1,1,F,Soudan,i am concerned about my mental health and have been experiencing symptoms of burnout and exhaustion due to the demands of my academic workload,I am concerned about my mental health and have been experiencing symptoms of burnout and exhaustion due to the demands of my academic workload.,12.802158,5.954896,2,0.98,Negative,-0.3612,Cluster 2,📚 Academic Support & Wellbeing
Academic Support and Resources,I am struggling to find ways to manage my stress and maintain my mental health while balancing my academic responsibilities with other commitments.,24,2.51,1,1,F,Soudan,i am struggling to find ways to manage my stress and maintain my mental health while balancing my academic responsibilities with other commitments,I am struggling to find ways to manage my stress and maintain my mental health while balancing my academic responsibilities with other commitments.,12.892601,6.0318537,2,0.98,Negative,-0.6249,Cluster 2,📚 Academic Support & Wellbeing
Academic Support and Resources,"The course material is much more difficult than I expected, and I am finding it hard to understand and retain the information.",23,2.8,1,1,M,Soudan,the course material is much more difficult than i expected and i am finding it hard to understand and retain the information,"The course material is much more difficult than I expected, and I am finding it hard to understand and retain the information.",12.710978,-0.69376737,9,0.98,Negative,-0.4927,Cluster 9,🎓 Teaching Quality & Engagement
Academic Support and Resources,"I am struggling to manage my time effectively, and it is affecting my ability to keep up with assignments and coursework.",20,0.33,1,1,F,Soudan,i am struggling to manage my time effectively and it is affecting my ability to keep up with assignments and coursework,"I am struggling to manage my time effectively, and it is affecting my ability to keep up with assignments and coursework.",13.795133,6.898227,2,0.98,Positive,0.34,Cluster 2,📚 Academic Support & Wellbeing
Academic Support and Resources,"Balancing work and academic responsibilities has been challenging, and I am finding it hard to find time for social activities and hobbies.",26,3.2,1,1,M,Soudan,balancing work and academic responsibilities has been challenging and i am finding it hard to find time for social activities and hobbies,"Balancing work and academic responsibilities has been challenging, and I am finding it hard to find time for social activities and hobbies.",14.314499,6.6311855,2,0.98,Positive,0.0516,Cluster 2,📚 Academic Support & Wellbeing
Academic Support and Resources,"Time conflicts with other commitments have been causing significant stress and anxiety, and I am finding it hard to stay motivated.",24,2.2,1,1,M,Soudan,time conflicts with other commitments have been causing significant stress and anxiety and i am finding it hard to stay motivated,"Time conflicts with other commitments have been causing significant stress and anxiety, and I am finding it hard to stay motivated.",13.780253,6.2637277,2,0.98,Negative,-0.296,Cluster 2,📚 Academic Support & Wellbeing
Academic Support and Resources,"Lack of sleep and fatigue have been affecting my ability to concentrate and retain information, and I am concerned about my academic performance.",27,2.29,1,1,M,Soudan,lack of sleep and fatigue have been affecting my ability to concentrate and retain information and i am concerned about my academic performance,"Lack of sleep and fatigue have been affecting my ability to concentrate and retain information, and I am concerned about my academic performance.",13.282933,6.421751,2,0.98,Negative,-0.25,Cluster 2,📚 Academic Support & Wellbeing
Academic Support and Resources,"The academic workload is causing significant stress and anxiety, and I am finding it hard to cope with the pressure.",24,3.85,1,1,M,Soudan,the academic workload is causing significant stress and anxiety and i am finding it hard to cope with the pressure,"The academic workload is causing significant stress and anxiety, and I am finding it hard to cope with the pressure.",13.125326,5.765652,2,0.98,Negative,-0.6486,Cluster 2,📚 Academic Support & Wellbeing
Academic Support and Resources,"I am experiencing symptoms of anxiety and depression due to the demands of my academic workload, and I am concerned about my mental health.",25,0.55,1,1,F,Soudan,i am experiencing symptoms of anxiety and depression due to the demands of my academic workload and i am concerned about my mental health,"I am experiencing symptoms of anxiety and depression due to the demands of my academic workload, and I am concerned about my mental health.",12.793368,5.913893,2,0.98,Negative,-0.6597,Cluster 2,📚 Academic Support & Wellbeing
Academic Support and Resources,"The academic workload is overwhelming, and I am finding it difficult to stay motivated and engaged in my studies.",21,3.76,1,1,F,Soudan,the academic workload is overwhelming and i am finding it difficult to stay motivated and engaged in my studies,"The academic workload is overwhelming, and I am finding it difficult to stay motivated and engaged in my studies.",13.773144,5.912868,2,0.98,Positive,0.4939,Cluster 2,📚 Academic Support & Wellbeing
Academic Support and Resources,I have been struggling to find ways to manage my stress and maintain my mental health while balancing my academic responsibilities with other commitments.,22,0.71,1,1,F,Soudan,i have been struggling to find ways to manage my stress and maintain my mental health while balancing my academic responsibilities with other commitments,I have been struggling to find ways to manage my stress and maintain my mental health while balancing my academic responsibilities with other commitments.,12.857279,6.042215,2,0.98,Negative,-0.6249,Cluster 2,📚 Academic Support & Wellbeing
Academic Support and Resources,"The course material is much more challenging than I expected, and I am struggling to understand the concepts and complete assignments.",16,1.02,1,1,M,Soudan,the course material is much more challenging than i expected and i am struggling to understand the concepts and complete assignments,"The course material is much more challenging than I expected, and I am struggling to understand the concepts and complete assignments.",12.750645,-0.72761065,9,0.98,Negative,-0.228,Cluster 9,🎓 Teaching Quality & Engagement
Academic Support and Resources,I am struggling to manage my time effectively and find it hard to balance my academic responsibilities with work and social activities.,21,2.53,1,1,M,Soudan,i am struggling to manage my time effectively and find it hard to balance my academic responsibilities with work and social activities,I am struggling to manage my time effectively and find it hard to balance my academic responsibilities with work and social activities.,14.1065855,6.7469482,2,0.98,Negative,-0.0772,Cluster 2,📚 Academic Support & Wellbeing
Academic Support and Resources,"Balancing work and academic responsibilities has been a significant challenge, and I am finding it",18,2.97,1,1,F,Soudan,balancing work and academic responsibilities has been a significant challenge and i am finding it,"Balancing work and academic responsibilities has been a significant challenge, and I am finding it",14.417776,6.5991693,2,0.98,Positive,0.2732,Cluster 2,📚 Academic Support & Wellbeing
Academic Support and Resources,The academic workload this semester is overwhelming. I'm having trouble keeping up with all the assignments and readings.,19,2.86,1,1,F,Soudan,the academic workload this semester is overwhelming im having trouble keeping up with all the assignments and readings,The academic workload this semester is overwhelming. I'm having trouble keeping up with all the assignments and readings.,13.841916,5.6836624,2,0.98,Negative,-0.4019,Cluster 2,📚 Academic Support & Wellbeing
Academic Support and Resources,I find the course material for my math class to be extremely difficult. I've been attending extra study sessions but still feel lost.,18,2.88,1,1,F,Soudan,i find the course material for my math class to be extremely difficult ive been attending extra study sessions but still feel lost,I find the course material for my math class to be extremely difficult. I've been attending extra study sessions but still feel lost.,12.791669,-0.32521582,9,0.6984,Negative,-0.5922,Cluster 9,🎓 Teaching Quality & Engagement
Academic Support and Resources,Balancing my part-time job with my coursework has been a major struggle. I'm constantly exhausted and feel like I don't have enough time to focus on school.,20,2.88,1,1,M,Soudan,balancing my parttime job with my coursework has been a major struggle im constantly exhausted and feel like i dont have enough time to focus on school,Balancing my part-time job with my coursework has been a major struggle. I'm constantly exhausted and feel like I don't have enough time to focus on school.,14.077609,6.881066,2,0.98,Negative,-0.3804,Cluster 2,📚 Academic Support & Wellbeing
Academic Support and Resources,I have a time conflict with one of my classes and it's causing a lot of stress. I'm trying to work with my advisor to figure out a solution but it's proving to be difficult.,27,1.11,1,1,F,Soudan,i have a time conflict with one of my classes and its causing a lot of stress im trying to work with my advisor to figure out a solution but its proving to be difficult,I have a time conflict with one of my classes and it's causing a lot of stress. I'm trying to work with my advisor to figure out a solution but it's proving to be difficult.,13.859913,6.7056503,2,0.98,Negative,-0.631,Cluster 2,📚 Academic Support & Wellbeing
Academic Support and Resources,I'm not getting enough sleep and it's starting to affect my academic performance. I've tried adjusting my schedule but still can't seem to get enough rest.,19,1.12,1,1,F,Soudan,im not getting enough sleep and its starting to affect my academic performance ive tried adjusting my schedule but still cant seem to get enough rest,I'm not getting enough sleep and it's starting to affect my academic performance. I've tried adjusting my schedule but still can't seem to get enough rest.,13.229142,6.414053,2,0.98,Neutral,0.0,Cluster 2,📚 Academic Support & Wellbeing
Academic Support and Resources,"I'm feeling really overwhelmed with the amount of coursework I have to do, and it's causing a lot of stress and anxiety.",18,0.86,1,1,F,Soudan,im feeling really overwhelmed with the amount of coursework i have to do and its causing a lot of stress and anxiety,"I'm feeling really overwhelmed with the amount of coursework I have to do, and it's causing a lot of stress and anxiety.",13.543073,5.7820544,2,0.98,Negative,-0.3626,Cluster 2,📚 Academic Support & Wellbeing
Academic Support and Resources,I've been experiencing mental health issues and it's making it hard to focus on school. I'm trying to seek help but it's been a slow process.,26,1.11,1,1,M,Soudan,ive been experiencing mental health issues and its making it hard to focus on school im trying to seek help but its been a slow process,I've been experiencing mental health issues and it's making it hard to focus on school. I'm trying to seek help but it's been a slow process.,12.587818,5.912376,2,0.98,Positive,0.1655,Cluster 2,📚 Academic Support & Wellbeing
Academic Support and Resources,"I have a lot of commitments outside of school, including family responsibilities, and it's been a challenge to balance everything.",21,3.6,1,1,M,Soudan,i have a lot of commitments outside of school including family responsibilities and its been a challenge to balance everything,"I have a lot of commitments outside of school, including family responsibilities, and it's been a challenge to balance everything.",14.239452,6.716198,2,0.98,Positive,0.2023,Cluster 2,📚 Academic Support & Wellbeing
Academic Support and Resources,I'm struggling with time management and finding it hard to prioritize my coursework. I'm looking for resources to help me improve my skills.,27,3.97,1,1,F,Soudan,im struggling with time management and finding it hard to prioritize my coursework im looking for resources to help me improve my skills,I'm struggling with time management and finding it hard to prioritize my coursework. I'm looking for resources to help me improve my skills.,13.793129,6.920398,2,0.98,Positive,0.34,Cluster 2,📚 Academic Support & Wellbeing
Academic Support and Resources,The course material for my history class is very dense and difficult to understand. I'm hoping to find a tutor or study group to help me navigate it.,18,2.33,1,1,F,Soudan,the course material for my history class is very dense and difficult to understand im hoping to find a tutor or study group to help me navigate it,The course material for my history class is very dense and difficult to understand. I'm hoping to find a tutor or study group to help me navigate it.,12.863389,-0.1880526,9,0.5717,Positive,0.4091,Cluster 9,🎓 Teaching Quality & Engagement
Academic Support and Resources,I've been working a lot lately and it's been hard to find time to focus on schoolwork. I'm trying to find ways to better manage my time.,17,0.93,1,1,F,Soudan,ive been working a lot lately and its been hard to find time to focus on schoolwork im trying to find ways to better manage my time,I've been working a lot lately and it's been hard to find time to focus on schoolwork. I'm trying to find ways to better manage my time.,13.930275,6.910944,2,0.98,Positive,0.3612,Cluster 2,📚 Academic Support & Wellbeing
Academic Support and Resources,The amount of reading and writing assignments in my English class is overwhelming. I'm finding it hard to keep up with the workload.,24,0.66,1,1,F,Soudan,the amount of reading and writing assignments in my english class is overwhelming im finding it hard to keep up with the workload,The amount of reading and writing assignments in my English class is overwhelming. I'm finding it hard to keep up with the workload.,13.85254,5.6649084,2,0.98,Negative,-0.1027,Cluster 2,📚 Academic Support & Wellbeing
Academic Support and Resources,I'm feeling a lot of stress and anxiety about upcoming exams. I'm trying to develop better study habits to help me manage my stress.,18,2.77,1,1,M,Soudan,im feeling a lot of stress and anxiety about upcoming exams im trying to develop better study habits to help me manage my stress,I'm feeling a lot of stress and anxiety about upcoming exams. I'm trying to develop better study habits to help me manage my stress.,13.185692,5.7098117,2,0.98,Negative,-0.0516,Cluster 2,📚 Academic Support & Wellbeing
Academic Support and Resources,I'm having trouble balancing my extracurricular activities with my coursework. I'm considering cutting back on some activities to focus more on school.,21,1.82,1,1,F,Soudan,im having trouble balancing my extracurricular activities with my coursework im considering cutting back on some activities to focus more on school,I'm having trouble balancing my extracurricular activities with my coursework. I'm considering cutting back on some activities to focus more on school.,14.187595,6.611594,2,0.98,Negative,-0.4939,Cluster 2,📚 Academic Support & Wellbeing
Academic Support and Resources,I'm feeling burnt out and exhausted from the demands of my coursework. I'm trying to find ways to recharge and take care of my mental health.,16,0.29,1,1,F,Soudan,im feeling burnt out and exhausted from the demands of my coursework im trying to find ways to recharge and take care of my mental health,I'm feeling burnt out and exhausted from the demands of my coursework. I'm trying to find ways to recharge and take care of my mental health.,12.826788,6.010261,2,0.98,Positive,0.296,Cluster 2,📚 Academic Support & Wellbeing
Academic Support and Resources,I have a lot of personal commitments that are making it difficult to prioritize my schoolwork. I'm looking for strategies to help me better manage my time.,22,2.18,1,1,F,Soudan,i have a lot of personal commitments that are making it difficult to prioritize my schoolwork im looking for strategies to help me better manage my time,I have a lot of personal commitments that are making it difficult to prioritize my schoolwork. I'm looking for strategies to help me better manage my time.,14.0642805,6.8673143,2,0.98,Positive,0.5574,Cluster 2,📚 Academic Support & Wellbeing
Academic Support and Resources,The course material for my physics class is very challenging and I'm struggling to keep up. I'm considering seeking additional help from a tutor.,22,1.86,1,1,F,Soudan,the course material for my physics class is very challenging and im struggling to keep up im considering seeking additional help from a tutor,The course material for my physics class is very challenging and I'm struggling to keep up. I'm considering seeking additional help from a tutor.,12.811576,-0.41568214,9,0.98,Positive,0.2006,Cluster 9,🎓 Teaching Quality & Engagement
Academic Support and Resources,I'm feeling overwhelmed with the amount of reading and assignments in my sociology class. I'm trying to break things down into smaller tasks to make it more manageable.,16,2.4,1,1,F,Soudan,im feeling overwhelmed with the amount of reading and assignments in my sociology class im trying to break things down into smaller tasks to make it more manageable,I'm feeling overwhelmed with the amount of reading and assignments in my sociology class. I'm trying to break things down into smaller tasks to make it more manageable.,13.960208,5.6891756,2,0.98,Positive,0.1779,Cluster 2,📚 Academic Support & Wellbeing
Academic Support and Resources,I'm having trouble sleeping at night and it's causing me to feel tired and unfocused during the day. I'm looking for ways to improve my sleep habits.,26,3.71,1,1,M,Soudan,im having trouble sleeping at night and its causing me to feel tired and unfocused during the day im looking for ways to improve my sleep habits,I'm having trouble sleeping at night and it's causing me to feel tired and unfocused during the day. I'm looking for ways to improve my sleep habits.,13.241042,6.427853,2,0.98,Negative,-0.6597,Cluster 2,📚 Academic Support & Wellbeing
Academic Support and Resources,The pressure to maintain good grades is causing me a lot of stress and anxiety. I'm trying to find a healthy balance between school and self-care.,23,2.38,1,1,M,Soudan,the pressure to maintain good grades is causing me a lot of stress and anxiety im trying to find a healthy balance between school and selfcare,The pressure to maintain good grades is causing me a lot of stress and anxiety. I'm trying to find a healthy balance between school and self-care.,13.080048,5.660861,2,0.98,Neutral,-0.0258,Cluster 2,📚 Academic Support & Wellbeing
Academic Support and Resources,I'm struggling with mental health issues that are making it hard to focus on school. I'm working with a therapist to develop coping strategies.,16,2.27,1,1,M,Soudan,im struggling with mental health issues that are making it hard to focus on school im working with a therapist to develop coping strategies,I'm struggling with mental health issues that are making it hard to focus on school. I'm working with a therapist to develop coping strategies.,12.657632,5.908386,2,0.98,Negative,-0.4939,Cluster 2,📚 Academic Support & Wellbeing
Academic Support and Resources,I have a part-time job that's making it hard to balance my schoolwork. I'm trying to negotiate a better schedule with my employer.,25,0.97,1,1,F,Soudan,i have a parttime job thats making it hard to balance my schoolwork im trying to negotiate a better schedule with my employer,I have a part-time job that's making it hard to balance my schoolwork. I'm trying to negotiate a better schedule with my employer.,14.161985,6.909067,2,0.98,Positive,0.3612,Cluster 2,📚 Academic Support & Wellbeing
Academic Support and Resources,"I'm finding it hard to stay motivated with my coursework. I'm trying to set smaller, achievable goals to help me stay on track.",23,0.87,1,1,F,Soudan,im finding it hard to stay motivated with my coursework im trying to set smaller achievable goals to help me stay on track,"I'm finding it hard to stay motivated with my coursework. I'm trying to set smaller, achievable goals to help me stay on track.",13.802677,6.0592546,2,0.98,Positive,0.765,Cluster 2,📚 Academic Support & Wellbeing
Athletics and sports, I'm having trouble meeting the athletic eligibility requirements because of a schedule conflict with one of my classes. I wish there was more flexibility.,18,3.55,4,1,F,Soudan, im having trouble meeting the athletic eligibility requirements because of a schedule conflict with one of my classes i wish there was more flexibility, I'm having trouble meeting the athletic eligibility requirements because of a schedule conflict with one of my classes. I wish there was more flexibility.,5.6925335,13.696136,1,0.98,Positive,0.101,Cluster 1,📌 Sports Issues
Athletics and sports,"As an athlete, I'm frustrated with the limited access to athletic facilities during peak hours. It's difficult to fit in training sessions when the gym is always packed.",23,3.99,1,1,F,Soudan,as an athlete im frustrated with the limited access to athletic facilities during peak hours its difficult to fit in training sessions when the gym is always packed,"As an athlete, I'm frustrated with the limited access to athletic facilities during peak hours. It's difficult to fit in training sessions when the gym is always packed.",5.3712444,13.573386,1,0.8566,Negative,-0.6486,Cluster 1,📌 Sports Issues
Athletics and sports,I'm having trouble meeting the athletic eligibility requirements because of a schedule conflict with one of my classes. I wish there was more flexibility.,24,2.68,4,1,F,Soudan,im having trouble meeting the athletic eligibility requirements because of a schedule conflict with one of my classes i wish there was more flexibility,I'm having trouble meeting the athletic eligibility requirements because of a schedule conflict with one of my classes. I wish there was more flexibility.,5.7062593,13.702459,1,0.98,Positive,0.101,Cluster 1,📌 Sports Issues
Athletics and sports,"I've had to deal with a sports-related injury, and the university's medical resources for athletes are very limited. I've had to seek treatment outside of campus.",22,1.5,5,1,F,Soudan,ive had to deal with a sportsrelated injury and the universitys medical resources for athletes are very limited ive had to seek treatment outside of campus,"I've had to deal with a sports-related injury, and the university's medical resources for athletes are very limited. I've had to seek treatment outside of campus.",5.2165794,14.681566,1,0.98,Negative,-0.6115,Cluster 1,📌 Sports Issues
Athletics and sports,"I don't like the culture of the sports team I'm on. It's very exclusive, and some members aren't treated fairly.",27,3.65,2,1,M,Soudan,i dont like the culture of the sports team im on its very exclusive and some members arent treated fairly,"I don't like the culture of the sports team I'm on. It's very exclusive, and some members aren't treated fairly.",6.517872,14.352359,1,0.8433,Negative,-0.0816,Cluster 1,📌 Sports Issues
Athletics and sports,I'm disappointed with the gender inequality in our sports program. The women's teams don't get the same funding or recognition as the men's teams.,23,0.15,2,1,F,Soudan,im disappointed with the gender inequality in our sports program the womens teams dont get the same funding or recognition as the mens teams,I'm disappointed with the gender inequality in our sports program. The women's teams don't get the same funding or recognition as the men's teams.,5.014803,16.911203,1,0.1347,Negative,-0.4767,Cluster 1,📌 Sports Issues
Athletics and sports,"I'm concerned about the university's compliance with Title IX. It seems like some sports programs receive preferential treatment, and that's not fair.",24,3.97,4,1,M,Soudan,im concerned about the universitys compliance with title ix it seems like some sports programs receive preferential treatment and thats not fair,"I'm concerned about the university's compliance with Title IX. It seems like some sports programs receive preferential treatment, and that's not fair.",5.189234,15.486268,1,0.3489,Positive,0.1376,Cluster 1,📌 Sports Issues
Athletics and sports,"The athletic facilities are always overcrowded, and I have to wait a long time to use the equipment I need for my training.",18,3.59,2,1,F,Soudan,the athletic facilities are always overcrowded and i have to wait a long time to use the equipment i need for my training,"The athletic facilities are always overcrowded, and I have to wait a long time to use the equipment I need for my training.",5.3450003,13.590061,1,0.8571,Neutral,0.0,Cluster 1,📌 Sports Issues
Athletics and sports,I feel like the athletic eligibility requirements are too strict and prevent many students from participating in sports.,26,3.32,3,1,M,Soudan,i feel like the athletic eligibility requirements are too strict and prevent many students from participating in sports,I feel like the athletic eligibility requirements are too strict and prevent many students from participating in sports.,5.7166386,13.8070135,1,0.98,Positive,0.3818,Cluster 1,📌 Sports Issues
Athletics and sports,"I suffered a sports-related injury and had to take time off from training, but the university's support for injured athletes is lacking.",19,3.9,3,1,F,Soudan,i suffered a sportsrelated injury and had to take time off from training but the universitys support for injured athletes is lacking,"I suffered a sports-related injury and had to take time off from training, but the university's support for injured athletes is lacking.",5.2016897,14.666102,1,0.98,Negative,-0.4588,Cluster 1,📌 Sports Issues
Athletics and sports," The sports team culture at this university is toxic, and I don't feel welcome on the team.",16,3.4,2,1,F,Soudan, the sports team culture at this university is toxic and i dont feel welcome on the team," The sports team culture at this university is toxic, and I don't feel welcome on the team.",6.4362464,14.320067,1,0.8433,Negative,-0.357,Cluster 1,📌 Sports Issues
Athletics and sports," The gender inequality in sports is apparent, and the university needs to invest more resources into women's sports programs.",16,3.77,4,1,M,Soudan, the gender inequality in sports is apparent and the university needs to invest more resources into womens sports programs," The gender inequality in sports is apparent, and the university needs to invest more resources into women's sports programs.",5.0279756,16.896376,1,0.1347,Neutral,0.0,Cluster 1,📌 Sports Issues
Athletics and sports, The university needs to do more to ensure Title IX compliance and make sure all sports programs are treated fairly.,25,1.51,4,1,F,Soudan, the university needs to do more to ensure title ix compliance and make sure all sports programs are treated fairly, The university needs to do more to ensure Title IX compliance and make sure all sports programs are treated fairly.,5.2009716,15.468936,1,0.3526,Positive,0.6344,Cluster 1,📌 Sports Issues
Athletics and sports, It's frustrating that I can't access the athletic facilities I need because of strict scheduling limitations.,20,0.05,3,1,M,Soudan, its frustrating that i cant access the athletic facilities i need because of strict scheduling limitations, It's frustrating that I can't access the athletic facilities I need because of strict scheduling limitations.,5.398472,13.54918,1,0.914,Negative,-0.4404,Cluster 1,📌 Sports Issues
Athletics and sports," I wish the athletic eligibility requirements were more flexible, as they make it difficult for me to balance sports and academics.",21,1.35,3,1,F,Soudan, i wish the athletic eligibility requirements were more flexible as they make it difficult for me to balance sports and academics," I wish the athletic eligibility requirements were more flexible, as they make it difficult for me to balance sports and academics.",5.7338076,13.744181,1,0.98,Positive,0.3384,Cluster 1,📌 Sports Issues
Athletics and sports," I'm struggling to get medical attention for my sports-related injury, and the university's resources are not sufficient.",23,3.8,3,1,F,Soudan, im struggling to get medical attention for my sportsrelated injury and the universitys resources are not sufficient," I'm struggling to get medical attention for my sports-related injury, and the university's resources are not sufficient.",5.2061987,14.704669,1,0.98,Negative,-0.6808,Cluster 1,📌 Sports Issues
Athletics and sports," The sports team culture can be cliquey and exclusive, making it difficult for some members to feel included.",16,2.36,1,1,F,Soudan, the sports team culture can be cliquey and exclusive making it difficult for some members to feel included," The sports team culture can be cliquey and exclusive, making it difficult for some members to feel included.",6.548534,14.31015,1,0.8433,Negative,-0.25,Cluster 1,📌 Sports Issues
Athletics and sports, I've witnessed gender inequality within the sports program firsthand and feel it's time for change.,16,0.06,5,1,M,Soudan, ive witnessed gender inequality within the sports program firsthand and feel its time for change, I've witnessed gender inequality within the sports program firsthand and feel it's time for change.,5.034919,16.87294,1,0.1347,Neutral,0.0,Cluster 1,📌 Sports Issues
Athletics and sports, The university needs to do more to ensure Title IX compliance and provide equal opportunities for all sports programs.,27,3.41,1,1,M,Soudan, the university needs to do more to ensure title ix compliance and provide equal opportunities for all sports programs, The university needs to do more to ensure Title IX compliance and provide equal opportunities for all sports programs.,5.2146583,15.45903,1,0.3562,Positive,0.6682,Cluster 1,📌 Sports Issues
Athletics and sports, The athletic facilities are not well-maintained and are often dirty and overcrowded.,23,0.98,5,1,F,Soudan, the athletic facilities are not wellmaintained and are often dirty and overcrowded, The athletic facilities are not well-maintained and are often dirty and overcrowded.,5.4546776,13.674798,1,0.9482,Negative,-0.4404,Cluster 1,📌 Sports Issues
Athletics and sports, The athletic eligibility requirements are too strict and limit the number of students who can participate in sports programs.,25,2.13,1,1,F,Soudan, the athletic eligibility requirements are too strict and limit the number of students who can participate in sports programs, The athletic eligibility requirements are too strict and limit the number of students who can participate in sports programs.,5.6944995,13.71783,1,0.98,Positive,0.0772,Cluster 1,📌 Sports Issues
Athletics and sports, I'm frustrated with the lack of resources available to athletes who suffer from injuries or other medical concerns.,17,1.57,3,1,F,Soudan, im frustrated with the lack of resources available to athletes who suffer from injuries or other medical concerns, I'm frustrated with the lack of resources available to athletes who suffer from injuries or other medical concerns.,5.1819963,14.546047,1,0.98,Negative,-0.8481,Cluster 1,📌 Sports Issues
Athletics and sports, The sports team culture is not inclusive and often feels like a popularity contest.,18,2.03,3,1,F,Soudan, the sports team culture is not inclusive and often feels like a popularity contest, The sports team culture is not inclusive and often feels like a popularity contest.,6.5477138,14.33521,1,0.8433,Positive,0.6808,Cluster 1,📌 Sports Issues
Athletics and sports," I've noticed a clear gender inequality within the sports program, and it's time for the university to take action.",25,0.27,4,1,F,Soudan, ive noticed a clear gender inequality within the sports program and its time for the university to take action," I've noticed a clear gender inequality within the sports program, and it's time for the university to take action.",5.0332317,16.893496,1,0.1347,Positive,0.3818,Cluster 1,📌 Sports Issues
Athletics and sports," The university needs to ensure Title IX compliance and provide equal opportunities for all athletes, regardless of gender.",17,2.75,1,1,F,Soudan, the university needs to ensure title ix compliance and provide equal opportunities for all athletes regardless of gender," The university needs to ensure Title IX compliance and provide equal opportunities for all athletes, regardless of gender.",5.179248,15.526713,1,0.3485,Positive,0.6369,Cluster 1,📌 Sports Issues
Athletics and sports, The limited access to athletic facilities makes it challenging to train effectively and reach my goals.,18,1.03,1,1,M,Soudan, the limited access to athletic facilities makes it challenging to train effectively and reach my goals, The limited access to athletic facilities makes it challenging to train effectively and reach my goals.,5.370071,13.565668,1,0.8937,Positive,0.4019,Cluster 1,📌 Sports Issues
Athletics and sports, The athletic eligibility requirements don't take into account the unique circumstances of each athlete and can be unfair.,18,2.41,1,1,F,Soudan, the athletic eligibility requirements dont take into account the unique circumstances of each athlete and can be unfair, The athletic eligibility requirements don't take into account the unique circumstances of each athlete and can be unfair.,5.76488,13.731997,1,0.98,Negative,-0.4767,Cluster 1,📌 Sports Issues
Athletics and sports," The university needs to invest in better medical resources for athletes, as the current options are insufficient.",25,1.61,4,1,F,Soudan, the university needs to invest in better medical resources for athletes as the current options are insufficient," The university needs to invest in better medical resources for athletes, as the current options are insufficient.",5.284432,14.573322,1,0.98,Positive,0.4404,Cluster 1,📌 Sports Issues
Athletics and sports, The sports team culture needs to be more inclusive and welcoming to all members.,24,2.6,2,1,F,Soudan, the sports team culture needs to be more inclusive and welcoming to all members, The sports team culture needs to be more inclusive and welcoming to all members.,6.5084043,14.318668,1,0.8433,Positive,0.4877,Cluster 1,📌 Sports Issues
Athletics and sports, I've experienced gender inequality within the sports program and feel that it's a significant issue that needs to be addressed.,26,3.75,3,1,M,Soudan, ive experienced gender inequality within the sports program and feel that its a significant issue that needs to be addressed, I've experienced gender inequality within the sports program and feel that it's a significant issue that needs to be addressed.,5.0339956,16.890373,1,0.1347,Positive,0.2023,Cluster 1,📌 Sports Issues
Athletics and sports, The university needs to take steps to ensure Title IX compliance and create a level playing field for all athletes.,18,3.35,4,1,F,Soudan, the university needs to take steps to ensure title ix compliance and create a level playing field for all athletes, The university needs to take steps to ensure Title IX compliance and create a level playing field for all athletes.,5.230175,15.451919,1,0.3478,Positive,0.6705,Cluster 1,📌 Sports Issues
Athletics and sports,I feel frustrated with the limited access to the athletic facilities on campus. It's hard to stay active and healthy when you can't even use the gym when you want to.,22,2.0,2,1,F,Soudan,i feel frustrated with the limited access to the athletic facilities on campus its hard to stay active and healthy when you cant even use the gym when you want to,I feel frustrated with the limited access to the athletic facilities on campus. It's hard to stay active and healthy when you can't even use the gym when you want to.,5.462296,13.680338,1,0.7365,Neutral,-0.0,Cluster 1,📌 Sports Issues
Athletics and sports,The athletic eligibility requirements for sports teams are so strict. It's unfair that some students can't participate just because they don't meet certain criteria.,24,1.75,3,1,F,Soudan,the athletic eligibility requirements for sports teams are so strict its unfair that some students cant participate just because they dont meet certain criteria,The athletic eligibility requirements for sports teams are so strict. It's unfair that some students can't participate just because they don't meet certain criteria.,5.773682,13.750967,1,0.98,Negative,-0.6343,Cluster 1,📌 Sports Issues
Athletics and sports,I'm concerned about the injuries that happen during sports games and practices. The university needs to prioritize the health and safety of its athletes.,21,1.62,5,1,M,Soudan,im concerned about the injuries that happen during sports games and practices the university needs to prioritize the health and safety of its athletes,I'm concerned about the injuries that happen during sports games and practices. The university needs to prioritize the health and safety of its athletes.,5.262572,14.671273,1,0.98,Positive,0.4215,Cluster 1,📌 Sports Issues
Athletics and sports,I've noticed that the sports team culture on campus can be exclusive and elitist. It makes it hard for newcomers to feel welcome.,18,1.16,2,1,F,Soudan,ive noticed that the sports team culture on campus can be exclusive and elitist it makes it hard for newcomers to feel welcome,I've noticed that the sports team culture on campus can be exclusive and elitist. It makes it hard for newcomers to feel welcome.,6.494922,14.316548,1,0.8433,Positive,0.4767,Cluster 1,📌 Sports Issues
